"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"miRNA_ID_LIST"	"SPOT_ID"
"dse-miR-3_st"	"0.569914"	"1.17e-01"	"-1.68"	"-4.879239"	"-2.36e-01"	"dse-miR-3"	""
"ptc-miR164b_st"	"0.569976"	"1.17e-01"	"1.68"	"-4.879491"	"2.16e-01"	"ptc-MIR164b"	""
"mml-miR-662_st"	"0.570056"	"1.17e-01"	"-1.68"	"-4.87993"	"-2.42e-01"	"mml-miR-662"	""
"oan-miR-363-staR_st"	"0.570056"	"1.17e-01"	"1.68"	"-4.879932"	"2.07e-01"	"oan-miR-363"	""
"oan-miR-20a-1-staR_st"	"0.570079"	"1.17e-01"	"-1.68"	"-4.880223"	"-1.50e-01"	"oan-miR-20a-1"	""
"sme-miR-133a-staR_st"	"0.570079"	"1.17e-01"	"-1.68"	"-4.880289"	"-1.78e-01"	"sme-miR-133a"	""
"sko-miR-33-staR_st"	"0.570161"	"1.17e-01"	"1.68"	"-4.880656"	"1.64e-01"	"sko-miR-33"	""
"osa-miR1846c-3p_st"	"0.570161"	"1.17e-01"	"-1.68"	"-4.880733"	"-2.35e-01"	"osa-MIR1846c"	""
"ENSG00000238352_x_st"	"0.570679"	"1.18e-01"	"-1.68"	"-4.882019"	"-1.57e-01"	""	"snoRNA: ENSG00000238352"
"cin-let-7a_st"	"0.570679"	"1.18e-01"	"1.68"	"-4.882242"	"4.37e-01"	"cin-let-7a-1 // cin-let-7a-2"	""
"gma-miR4374b_st"	"0.570679"	"1.18e-01"	"-1.68"	"-4.882289"	"-1.83e-01"	"gma-MIR4374b"	""
"tca-miR-87b-3p_st"	"0.570679"	"1.18e-01"	"1.67"	"-4.882364"	"2.14e-01"	"tca-miR-87b"	""
"Rno-miR-211_st"	"0.570679"	"1.18e-01"	"-1.67"	"-4.882453"	"-1.92e-01"	"Rno-miR-211"	""
"HBII-85-8_x_st"	"0.570679"	"1.18e-01"	"-1.67"	"-4.882459"	"-3.87e-01"	""	"CDBox: HBII-85-8"
"esi-miR3454e_st"	"0.570934"	"1.18e-01"	"-1.67"	"-4.883062"	"-2.45e-01"	"esi-MIR3454e"	""
"ath-miR773b-staR_st"	"0.570934"	"1.18e-01"	"-1.67"	"-4.883313"	"-1.93e-01"	"ath-MIR773b"	""
"dRe-let-7a_st"	"0.570934"	"1.18e-01"	"1.67"	"-4.883396"	"1.87e-01"	"dRe-let-7a-1 // dRe-let-7a-2 // dRe-let-7a-3 // dRe-let-7a-4 // dRe-let-7a-5 // dRe-let-7a-6"	""
"hma-miR-2030_st"	"0.570934"	"1.18e-01"	"-1.67"	"-4.883554"	"-2.18e-01"	"hma-miR-2030"	""
"aly-miR848-staR_st"	"0.570934"	"1.18e-01"	"-1.67"	"-4.883638"	"-2.02e-01"	"aly-MIR848"	""
"hp_hsa-miR-381_st"	"0.570979"	"1.18e-01"	"-1.67"	"-4.883975"	"-1.80e-01"	""	"stem-loop: hsa-miR-381"
"mmu-let-7g-staR_st"	"0.570979"	"1.18e-01"	"-1.67"	"-4.884185"	"-2.75e-01"	"mmu-let-7g"	""
"hp_hsa-miR-4714_st"	"0.570979"	"1.18e-01"	"-1.67"	"-4.884328"	"-1.82e-01"	""	"stem-loop: hsa-miR-4714"
"bta-miR-2901_st"	"0.570979"	"1.18e-01"	"1.67"	"-4.884396"	"1.26e-01"	"bta-miR-2901"	""
"cbR-miR-62_st"	"0.570979"	"1.18e-01"	"1.67"	"-4.88451"	"2.53e-01"	"cbR-miR-62"	""
"pma-miR-203a_st"	"0.571147"	"1.18e-01"	"-1.67"	"-4.885028"	"-1.75e-01"	"pma-miR-203a"	""
"ENSG00000252274_st"	"0.571147"	"1.18e-01"	"-1.67"	"-4.885077"	"-1.37e-01"	""	"snoRNA: ENSG00000252274"
"hp_mmu-miR-3098_st"	"0.571411"	"1.18e-01"	"-1.67"	"-4.885691"	"-2.16e-01"	""	"stem-loop: mmu-miR-3098"
"ENSG00000238860_x_st"	"0.571411"	"1.18e-01"	"-1.67"	"-4.885784"	"-1.87e-01"	""	"snoRNA: ENSG00000238860"
"mmu-miR-470-staR_st"	"0.571672"	"1.18e-01"	"1.67"	"-4.886325"	"1.51e-01"	"mmu-miR-470"	""
"csa-miR-217_st"	"0.571823"	"1.18e-01"	"-1.67"	"-4.886706"	"-1.78e-01"	"csa-miR-217"	""
"hp_hsa-miR-532_st"	"0.57189"	"1.18e-01"	"-1.67"	"-4.886964"	"-2.22e-01"	""	"stem-loop: hsa-miR-532"
"cin-miR-4073-3p_st"	"0.572247"	"1.18e-01"	"1.67"	"-4.887748"	"1.86e-01"	"cin-miR-4073"	""
"RRv-miR-RR1-4-staR_st"	"0.572247"	"1.18e-01"	"-1.67"	"-4.887806"	"-1.88e-01"	"RRv-miR-RR1-4"	""
"zma-miR395o_st"	"0.572402"	"1.18e-01"	"1.67"	"-4.888192"	"1.76e-01"	"zma-MIR395o"	""
"lca-miR-218_st"	"0.57251"	"1.18e-01"	"-1.67"	"-4.888509"	"-1.75e-01"	"lca-miR-218"	""
"bmo-miR-993a-staR_st"	"0.572593"	"1.18e-01"	"-1.67"	"-4.88887"	"-2.42e-01"	"bmo-miR-993a"	""
"hp_hsa-miR-4521_st"	"0.572593"	"1.19e-01"	"1.67"	"-4.888952"	"2.23e-01"	""	"stem-loop: hsa-miR-4521"
"vvi-miR169y_st"	"0.572602"	"1.19e-01"	"-1.67"	"-4.889273"	"-2.55e-01"	"vvi-MIR169y"	""
"ACA49_st"	"0.572602"	"1.19e-01"	"-1.67"	"-4.889355"	"-1.36e-01"	""	"HAcaBox: ACA49"
"aly-miR164a-staR_st"	"0.572602"	"1.19e-01"	"-1.67"	"-4.889447"	"-1.95e-01"	"aly-MIR164a"	""
"cRm-miR-84_st"	"0.572685"	"1.19e-01"	"1.67"	"-4.889729"	"1.67e-01"	"cRm-miR-84"	""
"cin-miR-4156-3p_st"	"0.572736"	"1.19e-01"	"-1.67"	"-4.889963"	"-1.69e-01"	"cin-miR-4156"	""
"odi-let-7c_st"	"0.57289"	"1.19e-01"	"1.67"	"-4.8904"	"4.36e-01"	"odi-let-7c"	""
"hp_hsa-miR-3180-5_s_st"	"0.57289"	"1.19e-01"	"-1.67"	"-4.890507"	"-1.84e-01"	""	"stem-loop: hsa-miR-3180-5"
"hp_Rno-miR-466d_st"	"0.573142"	"1.19e-01"	"-1.67"	"-4.891149"	"-2.17e-01"	""	"stem-loop: Rno-miR-466d"
"ENSG00000212532_st"	"0.573142"	"1.19e-01"	"1.67"	"-4.891195"	"2.10e-01"	""	"snoRNA: ENSG00000212532"
"cin-miR-4109-5p_st"	"0.573621"	"1.19e-01"	"-1.67"	"-4.892049"	"-2.46e-01"	"cin-miR-4109"	""
"hp_hsa-miR-613_st"	"0.573645"	"1.19e-01"	"-1.67"	"-4.892244"	"-1.39e-01"	""	"stem-loop: hsa-miR-613"
"hp_hsa-miR-4782_st"	"0.574194"	"1.19e-01"	"-1.67"	"-4.893293"	"-2.15e-01"	""	"stem-loop: hsa-miR-4782"
"tca-miR-3885-3p_st"	"0.574194"	"1.19e-01"	"-1.67"	"-4.893361"	"-1.93e-01"	"tca-miR-3885"	""
"nve-miR-2051_st"	"0.57455"	"1.19e-01"	"1.67"	"-4.894036"	"1.35e-01"	"nve-miR-2051"	""
"hsa-miR-331-5p_st"	"0.574605"	"1.19e-01"	"1.67"	"-4.894276"	"2.51e-01"	"hsa-miR-331"	""
"ptR-miR-708_st"	"0.574796"	"1.19e-01"	"1.67"	"-4.894712"	"5.80e-01"	"ptR-miR-708"	""
"cin-miR-4109-3p_st"	"0.574964"	"1.19e-01"	"1.67"	"-4.895306"	"1.71e-01"	"cin-miR-4109"	""
"cel-miR-229_st"	"0.574964"	"1.19e-01"	"-1.67"	"-4.895554"	"-1.78e-01"	"cel-miR-229"	""
"tcc-miR171d_st"	"0.574964"	"1.19e-01"	"-1.67"	"-4.895827"	"-1.94e-01"	"tcc-MIR171d"	""
"pma-miR-4617_st"	"0.574964"	"1.20e-01"	"1.67"	"-4.896208"	"2.65e-01"	"pma-miR-4617"	""
"aly-miR171b_st"	"0.574964"	"1.20e-01"	"-1.67"	"-4.896397"	"-1.77e-01"	"aly-MIR171b"	""
"bmo-miR-2778d-staR_st"	"0.574964"	"1.20e-01"	"-1.66"	"-4.896564"	"-8.31e-01"	"bmo-miR-2778d"	""
"pma-miR-29d-staR_st"	"0.574964"	"1.20e-01"	"1.66"	"-4.896658"	"1.78e-01"	"pma-miR-29d"	""
"bta-miR-2284p_st"	"0.574964"	"1.20e-01"	"-1.66"	"-4.896677"	"-1.59e-01"	"bta-miR-2284p"	""
"cin-miR-4204-5p_st"	"0.574964"	"1.20e-01"	"-1.66"	"-4.896807"	"-1.50e-01"	"cin-miR-4204"	""
"hp_hsa-miR-4507_st"	"0.574964"	"1.20e-01"	"1.66"	"-4.896956"	"1.97e-01"	""	"stem-loop: hsa-miR-4507"
"osa-miR2872_st"	"0.574964"	"1.20e-01"	"-1.66"	"-4.897099"	"-2.11e-01"	"osa-MIR2872"	""
"ENSG00000238598_st"	"0.574964"	"1.20e-01"	"-1.66"	"-4.897136"	"-2.23e-01"	""	"snoRNA: ENSG00000238598"
"mmu-miR-3088_st"	"0.574964"	"1.20e-01"	"-1.66"	"-4.897354"	"-2.10e-01"	"mmu-miR-3088"	""
"ENSG00000202252_st"	"0.574964"	"1.20e-01"	"-1.66"	"-4.897452"	"-2.46e-01"	""	"snoRNA: ENSG00000202252"
"ENSG00000212539_st"	"0.574964"	"1.20e-01"	"-1.66"	"-4.897543"	"-1.62e-01"	""	"snoRNA: ENSG00000212539"
"tgu-let-7a_st"	"0.574964"	"1.20e-01"	"1.66"	"-4.897638"	"1.76e-01"	"tgu-let-7a-1 // tgu-let-7a-2 // tgu-let-7a-3 // tgu-let-7a-4"	""
"ENSG00000251762_st"	"0.574964"	"1.20e-01"	"-1.66"	"-4.897746"	"-1.59e-01"	""	"snoRNA: ENSG00000251762"
"hp_Rno-miR-375_st"	"0.574964"	"1.20e-01"	"1.66"	"-4.897832"	"1.78e-01"	""	"stem-loop: Rno-miR-375"
"mmu-miR-1981_st"	"0.575155"	"1.20e-01"	"-1.66"	"-4.898267"	"-3.16e-01"	"mmu-miR-1981"	""
"gma-miR1520b_st"	"0.575298"	"1.20e-01"	"-1.66"	"-4.898634"	"-1.42e-01"	"gma-MIR1520b"	""
"mtR-miR2675b_st"	"0.57591"	"1.20e-01"	"-1.66"	"-4.89969"	"-4.69e-01"	"mtR-MIR2675b"	""
"hsa-miR-4740-5p_st"	"0.57591"	"1.20e-01"	"-1.66"	"-4.899835"	"-1.60e-01"	"hsa-miR-4740"	""
"Rno-miR-471-staR_st"	"0.576032"	"1.20e-01"	"-1.66"	"-4.900234"	"-1.96e-01"	"Rno-miR-471"	""
"sja-miR-3479-5p_st"	"0.576032"	"1.20e-01"	"-1.66"	"-4.900464"	"-1.99e-01"	"sja-miR-3479"	""
"cbR-miR-55_st"	"0.576032"	"1.20e-01"	"-1.66"	"-4.900489"	"-2.21e-01"	"cbR-miR-55"	""
"cRm-miR-357_st"	"0.576142"	"1.20e-01"	"1.66"	"-4.900949"	"1.43e-01"	"cRm-miR-357"	""
"sko-miR-4836_st"	"0.576142"	"1.20e-01"	"-1.66"	"-4.901065"	"-1.95e-01"	"sko-miR-4836"	""
"ath-miR319b_st"	"0.576142"	"1.20e-01"	"1.66"	"-4.901125"	"1.58e-01"	"ath-MIR319b"	""
"oaR-miR-496-5p_st"	"0.57628"	"1.20e-01"	"1.66"	"-4.901562"	"2.02e-01"	"oaR-miR-496"	""
"dme-miR-1004-3p_st"	"0.57628"	"1.20e-01"	"-1.66"	"-4.901643"	"-1.55e-01"	"dme-miR-1004"	""
"mmu-miR-671-5p_st"	"0.576618"	"1.20e-01"	"1.66"	"-4.902289"	"4.10e-01"	"mmu-miR-671"	""
"tca-miR-750-5p_st"	"0.576687"	"1.20e-01"	"-1.66"	"-4.902547"	"-1.71e-01"	"tca-miR-750"	""
"ppc-miR-2252_st"	"0.576831"	"1.21e-01"	"1.66"	"-4.903056"	"2.26e-01"	"ppc-miR-2252"	""
"zma-miR1432_st"	"0.576831"	"1.21e-01"	"1.66"	"-4.903073"	"2.90e-01"	"zma-MIR1432"	""
"ppt-miR536b_st"	"0.577068"	"1.21e-01"	"1.66"	"-4.903716"	"3.36e-01"	"ppt-MIR536b"	""
"dme-miR-1003-3p_st"	"0.577068"	"1.21e-01"	"-1.66"	"-4.903731"	"-2.08e-01"	"dme-miR-1003"	""
"ENSG00000200112_st"	"0.577694"	"1.21e-01"	"1.66"	"-4.904858"	"1.81e-01"	""	"snoRNA: ENSG00000200112"
"dya-miR-125_st"	"0.577694"	"1.21e-01"	"1.66"	"-4.905251"	"2.98e-01"	"dya-miR-125"	""
"bmo-miR-3286-staR_st"	"0.577694"	"1.21e-01"	"-1.66"	"-4.905403"	"-1.65e-01"	"bmo-miR-3286"	""
"cel-miR-238_st"	"0.577694"	"1.21e-01"	"-1.66"	"-4.905424"	"-1.92e-01"	"cel-miR-238"	""
"ebv-miR-BART8_st"	"0.577694"	"1.21e-01"	"-1.66"	"-4.905521"	"-1.72e-01"	"ebv-miR-BART8"	""
"hsa-miR-888-staR_st"	"0.577694"	"1.21e-01"	"1.66"	"-4.905583"	"1.64e-01"	"hsa-miR-888"	""
"vvi-miR3635-staR_st"	"0.577752"	"1.21e-01"	"-1.66"	"-4.906003"	"-4.49e-01"	"vvi-MIR3635"	""
"dme-miR-304-5p_st"	"0.577752"	"1.21e-01"	"1.66"	"-4.906341"	"2.13e-01"	"dme-miR-304"	""
"gma-miR172f_st"	"0.577752"	"1.21e-01"	"1.66"	"-4.906348"	"1.75e-01"	"gma-MIR172f"	""
"hsa-miR-4529-3p_st"	"0.577752"	"1.21e-01"	"1.66"	"-4.906399"	"6.08e-01"	"hsa-miR-4529"	""
"mdv1-miR-M6-5p_st"	"0.577752"	"1.21e-01"	"-1.66"	"-4.906875"	"-1.36e-01"	"mdv1-miR-M6"	""
"vvi-miR477_st"	"0.577752"	"1.21e-01"	"-1.66"	"-4.906931"	"-1.75e-01"	"vvi-MIR477"	""
"dsi-miR-986_st"	"0.577752"	"1.21e-01"	"-1.66"	"-4.907035"	"-1.91e-01"	"dsi-miR-986"	""
"hp_hsa-miR-548k_st"	"0.577752"	"1.21e-01"	"1.66"	"-4.907127"	"1.61e-01"	""	"stem-loop: hsa-miR-548k"
"lgi-miR-317_st"	"0.577752"	"1.21e-01"	"1.66"	"-4.907333"	"1.77e-01"	"lgi-miR-317"	""
"ath-miR2934-5p_st"	"0.577752"	"1.21e-01"	"-1.66"	"-4.907659"	"-1.81e-01"	"ath-MIR2934"	""
"bmo-miR-3425_st"	"0.577752"	"1.21e-01"	"-1.66"	"-4.907739"	"-1.49e-01"	"bmo-miR-3425"	""
"hp_Rno-miR-3561_x_st"	"0.577752"	"1.21e-01"	"1.66"	"-4.908016"	"2.11e-01"	""	"stem-loop: Rno-miR-3561"
"mmu-miR-2139_st"	"0.577752"	"1.21e-01"	"-1.66"	"-4.908043"	"-1.87e-01"	"mmu-miR-2139"	""
"hp_mmu-miR-5131_st"	"0.577752"	"1.21e-01"	"1.66"	"-4.908156"	"4.76e-01"	""	"stem-loop: mmu-miR-5131"
"Rno-miR-499-staR_st"	"0.577752"	"1.21e-01"	"1.66"	"-4.908529"	"1.45e-01"	"Rno-miR-499"	""
"iltv-miR-I5_st"	"0.577752"	"1.21e-01"	"1.66"	"-4.908546"	"3.73e-01"	"iltv-miR-I5"	""
"age-miR-205_st"	"0.577752"	"1.21e-01"	"-1.66"	"-4.908582"	"-1.77e-01"	"age-miR-205"	""
"dvi-miR-13a_st"	"0.577752"	"1.21e-01"	"-1.66"	"-4.908607"	"-1.56e-01"	"dvi-miR-13a"	""
"hsa-miR-1236_st"	"0.577752"	"1.21e-01"	"-1.66"	"-4.908674"	"-1.75e-01"	"hsa-miR-1236"	""
"dRe-miR-107b_st"	"0.577787"	"1.21e-01"	"-1.66"	"-4.908883"	"-1.87e-01"	"dRe-miR-107b"	""
"tcc-miR171f_st"	"0.578004"	"1.21e-01"	"-1.66"	"-4.909478"	"-2.24e-01"	"tcc-MIR171f"	""
"ENSG00000239033_x_st"	"0.578004"	"1.21e-01"	"1.66"	"-4.909511"	"1.96e-01"	""	"snoRNA: ENSG00000239033"
"bmo-miR-3214_st"	"0.578417"	"1.22e-01"	"-1.66"	"-4.91037"	"-1.81e-01"	"bmo-miR-3214"	""
"ENSG00000238888_x_st"	"0.578417"	"1.22e-01"	"1.65"	"-4.910643"	"1.56e-01"	""	"snoRNA: ENSG00000238888"
"bmo-miR-3369_st"	"0.578417"	"1.22e-01"	"1.65"	"-4.910734"	"1.33e-01"	"bmo-miR-3369"	""
"mml-miR-944_st"	"0.578417"	"1.22e-01"	"1.65"	"-4.910734"	"1.33e-01"	"mml-miR-944"	""
"aqu-miR-2020_st"	"0.578421"	"1.22e-01"	"1.65"	"-4.910897"	"1.54e-01"	"aqu-miR-2020"	""
"dya-miR-275_st"	"0.578453"	"1.22e-01"	"-1.65"	"-4.911101"	"-1.63e-01"	"dya-miR-275"	""
"aly-miR844-staR_st"	"0.578726"	"1.22e-01"	"-1.65"	"-4.91165"	"-1.63e-01"	"aly-MIR844"	""
"hp_hsa-miR-301b_st"	"0.578745"	"1.22e-01"	"-1.65"	"-4.911835"	"-1.71e-01"	""	"stem-loop: hsa-miR-301b"
"mtR-miR2592R_st"	"0.578754"	"1.22e-01"	"-1.65"	"-4.912006"	"-1.69e-01"	"mtR-MIR2592R"	""
"gga-miR-1768_st"	"0.578778"	"1.22e-01"	"1.65"	"-4.912389"	"1.54e-01"	"gga-miR-1768"	""
"ath-miR833-5p_st"	"0.578778"	"1.22e-01"	"-1.65"	"-4.912484"	"-1.99e-01"	"ath-MIR833"	""
"mmu-miR-466h-3p_st"	"0.578778"	"1.22e-01"	"-1.65"	"-4.912679"	"-4.73e-01"	"mmu-miR-466h"	""
"dpu-miR-263a_st"	"0.578778"	"1.22e-01"	"-1.65"	"-4.912905"	"-2.45e-01"	"dpu-miR-263a"	""
"ath-miR166f_st"	"0.578778"	"1.22e-01"	"-1.65"	"-4.912969"	"-5.27e-01"	"ath-MIR166f"	""
"ppy-miR-376b_st"	"0.578778"	"1.22e-01"	"-1.65"	"-4.913072"	"-1.60e-01"	"ppy-miR-376b"	""
"ppc-miR-2268_st"	"0.578778"	"1.22e-01"	"1.65"	"-4.913287"	"1.45e-01"	"ppc-miR-2268"	""
"14qII-4_x_st"	"0.578778"	"1.22e-01"	"-1.65"	"-4.913426"	"-1.78e-01"	"NA"	"CDBox: 14qII-4"
"mmu-miR-669d-staR_st"	"0.578778"	"1.22e-01"	"1.65"	"-4.913457"	"2.26e-01"	"mmu-miR-669d"	""
"U29_st"	"0.578778"	"1.22e-01"	"1.65"	"-4.913873"	"2.57e-01"	""	"CDBox: U29"
"cfa-miR-329b_st"	"0.578778"	"1.22e-01"	"1.65"	"-4.913889"	"1.39e-01"	"cfa-miR-329b"	""
"lla-miR-19b_st"	"0.578778"	"1.22e-01"	"-1.65"	"-4.913928"	"-2.71e-01"	"lla-miR-19b-1 // lla-miR-19b-2"	""
"osa-miR1427_st"	"0.578854"	"1.22e-01"	"1.65"	"-4.914686"	"5.62e-01"	"osa-MIR1427"	""
"dsi-miR-92b_st"	"0.578854"	"1.22e-01"	"-1.65"	"-4.91477"	"-4.42e-01"	"dsi-miR-92b"	""
"hsa-miR-563_st"	"0.578854"	"1.22e-01"	"-1.65"	"-4.915316"	"-2.54e-01"	"hsa-miR-563"	""
"ENSG00000221461_st"	"0.578854"	"1.22e-01"	"-1.65"	"-4.915318"	"-1.78e-01"	""	"snoRNA: ENSG00000221461"
"hp_mmu-miR-1192_x_st"	"0.578854"	"1.22e-01"	"-1.65"	"-4.915393"	"-2.07e-01"	""	"stem-loop: mmu-miR-1192"
"hsa-miR-4793-3p_st"	"0.578854"	"1.22e-01"	"1.65"	"-4.915434"	"2.88e-01"	"hsa-miR-4793"	""
"mmu-miR-466m-3p_st"	"0.578854"	"1.22e-01"	"-1.65"	"-4.915443"	"-2.16e-01"	"mmu-miR-466m"	""
"hp_hsa-miR-4491_st"	"0.578854"	"1.22e-01"	"-1.65"	"-4.91547"	"-1.74e-01"	""	"stem-loop: hsa-miR-4491"
"dps-miR-2542-staR_st"	"0.578854"	"1.22e-01"	"1.65"	"-4.915527"	"3.64e-01"	"dps-miR-2542-1 // dps-miR-2542-2 // dps-miR-2542-3"	""
"hsa-miR-3689d_st"	"0.578854"	"1.22e-01"	"1.65"	"-4.915965"	"1.90e-01"	"hsa-miR-3689d-1 // hsa-miR-3689d-2"	""
"ENSG00000212581_st"	"0.578854"	"1.22e-01"	"-1.65"	"-4.916026"	"-1.95e-01"	""	"snoRNA: ENSG00000212581"
"mghv-miR-M1-6-staR_st"	"0.578854"	"1.22e-01"	"-1.65"	"-4.91606"	"-2.49e-01"	"mghv-miR-M1-6"	""
"pma-miR-30g_st"	"0.578854"	"1.22e-01"	"1.65"	"-4.916078"	"3.59e-01"	"pma-miR-30g"	""
"hsa-miR-103a-2-staR_st"	"0.578854"	"1.22e-01"	"1.65"	"-4.916273"	"1.57e-01"	"hsa-miR-103a-2"	""
"tca-miR-iab-4-3p_st"	"0.578854"	"1.23e-01"	"1.65"	"-4.916546"	"1.38e-01"	"tca-miR-iab-4"	""
"tca-miR-3836a-3p_st"	"0.578854"	"1.23e-01"	"-1.65"	"-4.916547"	"-2.08e-01"	"tca-miR-3836a"	""
"cRe-miR1150.2_st"	"0.578855"	"1.23e-01"	"-1.65"	"-4.916731"	"-1.82e-01"	"cRe-MIR1150"	""
"mmu-miR-203-staR_st"	"0.578855"	"1.23e-01"	"1.65"	"-4.916863"	"1.83e-01"	"mmu-miR-203"	""
"cin-miR-4001i-5p_st"	"0.579415"	"1.23e-01"	"-1.65"	"-4.918236"	"-1.74e-01"	"cin-miR-4001i"	""
"hp_hsa-miR-3613_st"	"0.579415"	"1.23e-01"	"-1.65"	"-4.918279"	"-1.74e-01"	""	"stem-loop: hsa-miR-3613"
"hsa-miR-3664-5p_st"	"0.579415"	"1.23e-01"	"-1.65"	"-4.918513"	"-1.82e-01"	"hsa-miR-3664"	""
"xtR-miR-29c-staR_st"	"0.579415"	"1.23e-01"	"-1.65"	"-4.918572"	"-1.44e-01"	"xtR-miR-29c"	""
"mml-miR-650c_st"	"0.579415"	"1.23e-01"	"1.65"	"-4.918676"	"1.95e-01"	"mml-miR-650c"	""
"gga-miR-1772-staR_st"	"0.579415"	"1.23e-01"	"1.65"	"-4.918729"	"2.28e-01"	"gga-miR-1772"	""
"cRe-miR915_st"	"0.579415"	"1.23e-01"	"-1.65"	"-4.91876"	"-4.09e-01"	"cRe-MIR915"	""
"mml-let-7d_st"	"0.579415"	"1.23e-01"	"1.65"	"-4.918916"	"1.49e-01"	"mml-let-7d"	""
"tca-miR-3886-5p_st"	"0.579481"	"1.23e-01"	"-1.65"	"-4.919166"	"-2.37e-01"	"tca-miR-3886"	""
"Rno-miR-34b-staR_st"	"0.579738"	"1.23e-01"	"1.65"	"-4.91969"	"2.19e-01"	"Rno-miR-34b"	""
"ppy-miR-593_st"	"0.579743"	"1.23e-01"	"1.65"	"-4.919954"	"1.86e-01"	"ppy-miR-593"	""
"ENSG00000252354_st"	"0.579743"	"1.23e-01"	"-1.65"	"-4.92001"	"-1.76e-01"	""	"snoRNA: ENSG00000252354"
"sbi-miR395d_st"	"0.579855"	"1.23e-01"	"1.65"	"-4.920325"	"2.36e-01"	"sbi-MIR395d"	""
"ptc-miR169t_st"	"0.579876"	"1.23e-01"	"1.65"	"-4.920613"	"1.79e-01"	"ptc-MIR169t"	""
"spu-miR-278_st"	"0.579876"	"1.23e-01"	"1.65"	"-4.920668"	"1.96e-01"	"spu-miR-278"	""
"hp_mmu-miR-669b_st"	"0.580062"	"1.23e-01"	"-1.65"	"-4.921089"	"-1.45e-01"	""	"stem-loop: mmu-miR-669b"
"vvi-miR3631a-staR_st"	"0.580249"	"1.23e-01"	"1.65"	"-4.921513"	"1.59e-01"	"vvi-MIR3631a"	""
"cfa-miR-490_st"	"0.580439"	"1.23e-01"	"1.65"	"-4.92194"	"1.73e-01"	"cfa-miR-490"	""
"mml-miR-371-5p_st"	"0.580809"	"1.23e-01"	"1.65"	"-4.922797"	"2.51e-01"	"mml-miR-371-1 // mml-miR-371-2"	""
"bta-miR-2367_st"	"0.580809"	"1.23e-01"	"1.65"	"-4.922921"	"1.96e-01"	"bta-miR-2367"	""
"dme-miR-3645-3p_st"	"0.580809"	"1.23e-01"	"-1.65"	"-4.923069"	"-1.94e-01"	"dme-miR-3645"	""
"pma-miR-4545-staR_st"	"0.580809"	"1.24e-01"	"1.65"	"-4.923359"	"1.57e-01"	"pma-miR-4545"	""
"mmu-miR-292-5p_st"	"0.580809"	"1.24e-01"	"1.65"	"-4.92355"	"1.74e-01"	"mmu-miR-292"	""
"dgR-miR-281_st"	"0.580809"	"1.24e-01"	"1.65"	"-4.923637"	"2.06e-01"	"dgR-miR-281-1 // dgR-miR-281-2"	""
"hsa-miR-299-3p_st"	"0.580809"	"1.24e-01"	"1.65"	"-4.923913"	"2.78e-01"	"hsa-miR-299"	""
"bta-miR-23b-3p_st"	"0.580809"	"1.24e-01"	"-1.65"	"-4.924023"	"-2.15e-01"	"bta-miR-23b"	""
"dgR-miR-278_st"	"0.580809"	"1.24e-01"	"1.65"	"-4.924049"	"1.92e-01"	"dgR-miR-278"	""
"ENSG00000238708_x_st"	"0.580809"	"1.24e-01"	"-1.65"	"-4.924154"	"-1.65e-01"	""	"snoRNA: ENSG00000238708"
"hp_mmu-miR-203_st"	"0.580809"	"1.24e-01"	"-1.65"	"-4.924198"	"-1.64e-01"	""	"stem-loop: mmu-miR-203"
"hp_mmu-let-7b_x_st"	"0.580809"	"1.24e-01"	"-1.65"	"-4.924337"	"-2.50e-01"	""	"stem-loop: mmu-let-7b"
"dme-miR-957-3p_st"	"0.580903"	"1.24e-01"	"-1.64"	"-4.924706"	"-2.45e-01"	"dme-miR-957"	""
"mmu-miR-363-5p_st"	"0.580903"	"1.24e-01"	"1.64"	"-4.924783"	"2.18e-01"	"mmu-miR-363"	""
"ENSG00000238799_x_st"	"0.581011"	"1.24e-01"	"-1.64"	"-4.925302"	"-1.89e-01"	""	"snoRNA: ENSG00000238799"
"hsa-miR-3155_st"	"0.581011"	"1.24e-01"	"1.64"	"-4.92554"	"2.07e-01"	"hsa-miR-3155"	""
"hsa-miR-92a-1-staR_st"	"0.581011"	"1.24e-01"	"-1.64"	"-4.925622"	"-2.49e-01"	"hsa-miR-92a-1"	""
"bmo-miR-2851_st"	"0.581011"	"1.24e-01"	"1.64"	"-4.925869"	"1.77e-01"	"bmo-miR-2851-1 // bmo-miR-2851-2"	""
"oaR-miR-323a-3p_st"	"0.581011"	"1.24e-01"	"1.64"	"-4.926042"	"1.90e-01"	"oaR-miR-323a"	""
"osa-miR1861h_st"	"0.581011"	"1.24e-01"	"-1.64"	"-4.926123"	"-2.04e-01"	"osa-MIR1861h"	""
"cin-miR-4000i-5p_st"	"0.581011"	"1.24e-01"	"1.64"	"-4.926127"	"1.85e-01"	"cin-miR-4000i"	""
"mcmv-miR-M55-1_st"	"0.581011"	"1.24e-01"	"1.64"	"-4.926179"	"1.80e-01"	"mcmv-miR-M55-1"	""
"osa-miR1862d_st"	"0.581021"	"1.24e-01"	"-1.64"	"-4.926348"	"-1.68e-01"	"osa-MIR1862d"	""
