"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"miRNA_ID_LIST"	"SPOT_ID"
"bmo-miR-2739_st"	"0.888274"	"5.63e-01"	"5.93e-01"	"-6.009438"	"8.80e-02"	"bmo-miR-2739"	""
"ENSG00000252576_st"	"0.888274"	"5.63e-01"	"-5.93e-01"	"-6.009458"	"-5.63e-02"	""	"snoRNA: ENSG00000252576"
"mmu-miR-34b-5p_st"	"0.888274"	"5.63e-01"	"-5.93e-01"	"-6.009467"	"-7.00e-02"	"mmu-miR-34b"	""
"mmu-miR-673-3p_st"	"0.888274"	"5.63e-01"	"-5.93e-01"	"-6.009479"	"-5.07e-02"	"mmu-miR-673"	""
"sko-miR-4818b_st"	"0.888274"	"5.63e-01"	"-5.93e-01"	"-6.009482"	"-1.04e-01"	"sko-miR-4818b"	""
"mmu-miR-669m-3p_st"	"0.888274"	"5.63e-01"	"-5.93e-01"	"-6.00953"	"-6.47e-02"	"mmu-miR-669m-1 // mmu-miR-669m-2"	""
"dvi-miR-315b_st"	"0.888274"	"5.63e-01"	"-5.93e-01"	"-6.00954"	"-6.37e-02"	"dvi-miR-315b"	""
"ssc-miR-708-3p_st"	"0.888293"	"5.63e-01"	"-5.93e-01"	"-6.009609"	"-7.00e-02"	"ssc-miR-708"	""
"csi-miR396a_st"	"0.888293"	"5.63e-01"	"-5.93e-01"	"-6.009625"	"-5.47e-02"	"csi-MIR396a"	""
"ptR-miR-449a_st"	"0.888293"	"5.63e-01"	"-5.93e-01"	"-6.009723"	"-5.10e-02"	"ptR-miR-449a"	""
"mml-miR-19a_st"	"0.888293"	"5.64e-01"	"-5.93e-01"	"-6.009775"	"-1.43e-01"	"mml-miR-19a"	""
"osa-miR819e_st"	"0.888293"	"5.64e-01"	"5.93e-01"	"-6.00978"	"7.10e-02"	"osa-MIR819e"	""
"ptR-miR-590_st"	"0.888293"	"5.64e-01"	"-5.93e-01"	"-6.009782"	"-8.03e-02"	"ptR-miR-590"	""
"ENSG00000251861_st"	"0.888293"	"5.64e-01"	"-5.93e-01"	"-6.009803"	"-6.40e-02"	""	"snoRNA: ENSG00000251861"
"ptc-miR156b_st"	"0.888293"	"5.64e-01"	"5.93e-01"	"-6.009835"	"5.73e-02"	"ptc-MIR156b"	""
"U24_st"	"0.888293"	"5.64e-01"	"-5.92e-01"	"-6.009861"	"-6.47e-02"	""	"CDBox: U24"
"cel-miR-1829a_st"	"0.888293"	"5.64e-01"	"-5.92e-01"	"-6.009884"	"-8.80e-02"	"cel-miR-1829a"	""
"tgu-miR-2959_st"	"0.888293"	"5.64e-01"	"-5.92e-01"	"-6.009975"	"-8.10e-02"	"tgu-miR-2959"	""
"ENSG00000238899_st"	"0.888293"	"5.64e-01"	"-5.92e-01"	"-6.010027"	"-5.23e-02"	""	"snoRNA: ENSG00000238899"
"bta-miR-292_st"	"0.888293"	"5.64e-01"	"-5.92e-01"	"-6.010028"	"-7.87e-02"	"bta-miR-292"	""
"mmu-miR-450a_st"	"0.888293"	"5.64e-01"	"5.92e-01"	"-6.010114"	"8.17e-02"	"mmu-miR-450a-1 // mmu-miR-450a-2"	""
"mml-miR-487b_st"	"0.888293"	"5.64e-01"	"5.92e-01"	"-6.010122"	"1.87e-01"	"mml-miR-487b"	""
"ENSG00000238747_x_st"	"0.888293"	"5.64e-01"	"-5.92e-01"	"-6.010148"	"-6.60e-02"	""	"snoRNA: ENSG00000238747"
"zma-miR393c-staR_st"	"0.888293"	"5.64e-01"	"-5.92e-01"	"-6.010166"	"-6.53e-02"	"zma-MIR393c"	""
"aly-miR169f-staR_st"	"0.888293"	"5.64e-01"	"5.92e-01"	"-6.01018"	"7.50e-02"	"aly-MIR169f"	""
"cel-miR-2219-staR_st"	"0.888293"	"5.64e-01"	"-5.92e-01"	"-6.010195"	"-7.07e-02"	"cel-miR-2219"	""
"bdi-miR395c_st"	"0.888293"	"5.64e-01"	"5.92e-01"	"-6.010202"	"5.50e-02"	"bdi-MIR395c"	""
"bfl-miR-19-staR_st"	"0.888387"	"5.64e-01"	"5.92e-01"	"-6.010288"	"5.13e-02"	"bfl-miR-19"	""
"hp_mmu-miR-146a_st"	"0.888392"	"5.64e-01"	"5.92e-01"	"-6.010324"	"5.87e-02"	""	"stem-loop: mmu-miR-146a"
"nve-miR-2037_st"	"0.888721"	"5.64e-01"	"-5.91e-01"	"-6.010547"	"-5.47e-02"	"nve-miR-2037"	""
"hp_mmu-miR-218-1_st"	"0.888748"	"5.64e-01"	"-5.91e-01"	"-6.0106"	"-6.43e-02"	""	"stem-loop: mmu-miR-218-1"
"mmu-miR-5046_st"	"0.888748"	"5.64e-01"	"5.91e-01"	"-6.010627"	"1.05e-01"	"mmu-miR-5046"	""
"hp_hsa-miR-136_st"	"0.888936"	"5.65e-01"	"-5.91e-01"	"-6.010922"	"-8.40e-02"	""	"stem-loop: hsa-miR-136"
"Rno-miR-127-staR_st"	"0.888936"	"5.65e-01"	"-5.91e-01"	"-6.010923"	"-6.27e-02"	"Rno-miR-127"	""
"ame-miR-3477_st"	"0.888936"	"5.65e-01"	"5.91e-01"	"-6.010938"	"6.93e-02"	"ame-miR-3477"	""
"sbi-miR395l_st"	"0.888936"	"5.65e-01"	"5.91e-01"	"-6.010948"	"8.53e-02"	"sbi-MIR395l"	""
"osa-miR2055_st"	"0.888936"	"5.65e-01"	"5.90e-01"	"-6.011042"	"6.30e-02"	"osa-MIR2055"	""
"ahy-miR3521_st"	"0.888936"	"5.65e-01"	"-5.90e-01"	"-6.011101"	"-6.03e-02"	"ahy-MIR3521"	""
"osa-miR169l_st"	"0.888936"	"5.65e-01"	"-5.90e-01"	"-6.011101"	"-6.17e-02"	"osa-MIR169l"	""
"aly-miR840_st"	"0.888936"	"5.65e-01"	"-5.90e-01"	"-6.011128"	"-1.01e-01"	"aly-MIR840"	""
"bmo-miR-2807b_st"	"0.888936"	"5.65e-01"	"5.90e-01"	"-6.011129"	"6.50e-02"	"bmo-miR-2807b"	""
"mmu-miR-344-staR_st"	"0.888936"	"5.65e-01"	"-5.90e-01"	"-6.011152"	"-5.23e-02"	"mmu-miR-344-1 // mmu-miR-344-2"	""
"bmo-miR-3217_st"	"0.888936"	"5.65e-01"	"5.90e-01"	"-6.011162"	"9.10e-02"	"bmo-miR-3217"	""
"ppc-miR-234_st"	"0.888936"	"5.65e-01"	"5.90e-01"	"-6.011176"	"1.00e-01"	"ppc-miR-234"	""
"hp_mmu-miR-466b-4_x_st"	"0.888936"	"5.65e-01"	"-5.90e-01"	"-6.011184"	"-8.33e-02"	""	"stem-loop: mmu-miR-466b-4"
"bmo-miR-9a_st"	"0.888936"	"5.65e-01"	"5.90e-01"	"-6.01119"	"5.73e-02"	"bmo-miR-9a"	""
"bmo-miR-2792-5p_st"	"0.888968"	"5.65e-01"	"-5.90e-01"	"-6.011253"	"-6.47e-02"	"bmo-miR-2792"	""
"bmo-miR-3389_st"	"0.888968"	"5.65e-01"	"5.90e-01"	"-6.011308"	"6.40e-02"	"bmo-miR-3389"	""
"bdi-miR398a_st"	"0.888968"	"5.65e-01"	"-5.90e-01"	"-6.011334"	"-6.70e-02"	"bdi-MIR398a"	""
"mml-miR-196b_st"	"0.888968"	"5.65e-01"	"5.90e-01"	"-6.011368"	"4.73e-02"	"mml-miR-196b"	""
"osa-miR169g_st"	"0.888968"	"5.65e-01"	"-5.90e-01"	"-6.011404"	"-5.63e-02"	"osa-MIR169g"	""
"ENSG00000199231_x_st"	"0.888968"	"5.65e-01"	"5.90e-01"	"-6.01142"	"5.43e-02"	""	"snoRNA: ENSG00000199231"
"ath-miR401_st"	"0.888968"	"5.65e-01"	"-5.90e-01"	"-6.011489"	"-6.73e-02"	"ath-MIR401"	""
"aly-miR160c-staR_st"	"0.888968"	"5.65e-01"	"5.90e-01"	"-6.011504"	"7.20e-02"	"aly-MIR160c"	""
"Rno-miR-504_st"	"0.888968"	"5.65e-01"	"5.90e-01"	"-6.011526"	"7.80e-02"	"Rno-miR-504"	""
"ACA59_s_st"	"0.888968"	"5.65e-01"	"-5.90e-01"	"-6.011548"	"-8.40e-02"	""	"HAcaBox: ACA59"
"fRu-miR-301_st"	"0.888968"	"5.65e-01"	"-5.90e-01"	"-6.011578"	"-6.47e-02"	"fRu-miR-301"	""
"tca-miR-932-5p_st"	"0.888968"	"5.66e-01"	"-5.90e-01"	"-6.011596"	"-6.63e-02"	"tca-miR-932"	""
"hsa-miR-340-staR_st"	"0.888981"	"5.66e-01"	"-5.89e-01"	"-6.011702"	"-6.27e-02"	"hsa-miR-340"	""
"nlo-miR-9a_st"	"0.888981"	"5.66e-01"	"-5.89e-01"	"-6.011734"	"-4.77e-02"	"nlo-miR-9a"	""
"ENSG00000252458_st"	"0.888981"	"5.66e-01"	"-5.89e-01"	"-6.011738"	"-7.40e-02"	""	"snoRNA: ENSG00000252458"
"U19-2_st"	"0.888981"	"5.66e-01"	"-5.89e-01"	"-6.011754"	"-8.67e-02"	""	"HAcaBox: U19-2"
"zma-miR164a-staR_st"	"0.888981"	"5.66e-01"	"-5.89e-01"	"-6.011801"	"-5.57e-02"	"zma-MIR164a"	""
"hp_hsa-miR-449a_st"	"0.888981"	"5.66e-01"	"-5.89e-01"	"-6.01183"	"-6.80e-02"	""	"stem-loop: hsa-miR-449a"
"hsa-miR-5096_st"	"0.888981"	"5.66e-01"	"5.89e-01"	"-6.01183"	"5.63e-02"	"hsa-miR-5096"	""
"oaR-miR-376d_st"	"0.889047"	"5.66e-01"	"5.89e-01"	"-6.0119"	"6.67e-02"	"oaR-miR-376d"	""
"ENSG00000238824_st"	"0.889066"	"5.66e-01"	"5.89e-01"	"-6.011967"	"7.07e-02"	""	"snoRNA: ENSG00000238824"
"hp_Rno-miR-23b_st"	"0.889066"	"5.66e-01"	"-5.89e-01"	"-6.012021"	"-7.53e-02"	""	"stem-loop: Rno-miR-23b"
"hp_hsa-miR-30b_st"	"0.889066"	"5.66e-01"	"5.89e-01"	"-6.012037"	"5.53e-02"	""	"stem-loop: hsa-miR-30b"
"eca-miR-494_st"	"0.889066"	"5.66e-01"	"-5.89e-01"	"-6.01204"	"-1.51e-01"	"eca-miR-494"	""
"cin-miR-4196-5p_st"	"0.88941"	"5.66e-01"	"-5.88e-01"	"-6.012272"	"-8.37e-02"	"cin-miR-4196"	""
"bna-miR171e_st"	"0.889419"	"5.66e-01"	"5.88e-01"	"-6.012342"	"5.37e-02"	"bna-MIR171e"	""
"hp_hsa-miR-548f-4_x_st"	"0.889419"	"5.66e-01"	"5.88e-01"	"-6.012395"	"5.87e-02"	""	"stem-loop: hsa-miR-548f-4"
"hsa-miR-185-staR_st"	"0.889419"	"5.66e-01"	"5.88e-01"	"-6.012485"	"6.93e-02"	"hsa-miR-185"	""
"tca-miR-3825-3p_st"	"0.889419"	"5.66e-01"	"5.88e-01"	"-6.012492"	"5.87e-02"	"tca-miR-3825"	""
"Rno-miR-377-staR_st"	"0.889419"	"5.67e-01"	"-5.88e-01"	"-6.012518"	"-6.87e-02"	"Rno-miR-377"	""
"hp_hsa-miR-4776-1_x_st"	"0.889419"	"5.67e-01"	"-5.88e-01"	"-6.012534"	"-5.97e-02"	""	"stem-loop: hsa-miR-4776-1"
"mtR-miR169m_st"	"0.889419"	"5.67e-01"	"5.88e-01"	"-6.012564"	"8.10e-02"	"mtR-MIR169m"	""
"mml-miR-129_st"	"0.889419"	"5.67e-01"	"5.88e-01"	"-6.012599"	"1.36e-01"	"mml-miR-129-2"	""
"ppc-miR-45_st"	"0.889419"	"5.67e-01"	"5.88e-01"	"-6.012634"	"6.07e-02"	"ppc-miR-45"	""
"ENSG00000238541_x_st"	"0.889419"	"5.67e-01"	"-5.88e-01"	"-6.012634"	"-7.03e-02"	""	"snoRNA: ENSG00000238541"
"hp_mmu-miR-3107_st"	"0.889419"	"5.67e-01"	"5.88e-01"	"-6.012649"	"8.13e-02"	""	"stem-loop: mmu-miR-3107"
"cel-miR-1829b_st"	"0.889419"	"5.67e-01"	"5.88e-01"	"-6.012663"	"6.20e-02"	"cel-miR-1829b"	""
"mmu-miR-340-3p_st"	"0.889434"	"5.67e-01"	"5.88e-01"	"-6.012704"	"6.47e-02"	"mmu-miR-340"	""
"ptc-miR162a_st"	"0.889507"	"5.67e-01"	"5.88e-01"	"-6.012778"	"5.50e-02"	"ptc-MIR162a"	""
"Rno-miR-872_st"	"0.889588"	"5.67e-01"	"-5.87e-01"	"-6.012877"	"-6.83e-02"	"Rno-miR-872"	""
"bfl-miR-4875c-3p_st"	"0.889588"	"5.67e-01"	"5.87e-01"	"-6.012909"	"1.16e-01"	"bfl-miR-4875c"	""
"mmu-miR-1981-staR_st"	"0.889588"	"5.67e-01"	"5.87e-01"	"-6.012922"	"5.47e-02"	"mmu-miR-1981"	""
"osa-miR395j_st"	"0.889796"	"5.67e-01"	"5.87e-01"	"-6.013074"	"6.97e-02"	"osa-MIR395j"	""
"ppy-miR-325_st"	"0.889922"	"5.67e-01"	"-5.87e-01"	"-6.013199"	"-6.50e-02"	"ppy-miR-325"	""
"Rno-miR-7a_st"	"0.889922"	"5.67e-01"	"5.87e-01"	"-6.013211"	"6.97e-02"	"Rno-miR-7a-1 // Rno-miR-7a-2"	""
"tca-miR-3896-3p_st"	"0.889923"	"5.67e-01"	"5.87e-01"	"-6.013304"	"6.83e-02"	"tca-miR-3896"	""
"Rlcv-miR-RL1-8-3p_st"	"0.889923"	"5.67e-01"	"-5.87e-01"	"-6.013355"	"-4.37e-02"	"Rlcv-miR-RL1-8"	""
"oan-miR-1389_st"	"0.889923"	"5.68e-01"	"-5.86e-01"	"-6.013415"	"-7.23e-02"	"oan-miR-1389"	""
"mtR-miR2603_st"	"0.889923"	"5.68e-01"	"5.86e-01"	"-6.013441"	"5.07e-02"	"mtR-MIR2603"	""
"hsa-miR-3176_st"	"0.889923"	"5.68e-01"	"5.86e-01"	"-6.013445"	"6.23e-02"	"hsa-miR-3176"	""
"bma-miR-92_st"	"0.889923"	"5.68e-01"	"5.86e-01"	"-6.013486"	"1.09e-01"	"bma-miR-92"	""
"bmo-miR-79-staR_st"	"0.889923"	"5.68e-01"	"5.86e-01"	"-6.013505"	"7.17e-02"	"bmo-miR-79"	""
"ENSG00000206947_x_st"	"0.889923"	"5.68e-01"	"5.86e-01"	"-6.013512"	"5.70e-02"	""	"snoRNA: ENSG00000206947"
"tca-miR-3852-3p_st"	"0.889923"	"5.68e-01"	"5.86e-01"	"-6.013529"	"6.20e-02"	"tca-miR-3852"	""
"zma-miR482_st"	"0.889923"	"5.68e-01"	"-5.86e-01"	"-6.013533"	"-6.90e-02"	"zma-MIR482"	""
"mmu-miR-652_st"	"0.889935"	"5.68e-01"	"5.86e-01"	"-6.013571"	"2.38e-01"	"mmu-miR-652"	""
"ENSG00000252213_x_st"	"0.890002"	"5.68e-01"	"-5.86e-01"	"-6.013642"	"-5.80e-02"	""	"snoRNA: ENSG00000252213"
"ptR-miR-101_st"	"0.890042"	"5.68e-01"	"5.86e-01"	"-6.013753"	"1.97e-01"	"ptR-miR-101-1 // ptR-miR-101-2"	""
"hp_hsa-miR-29a_x_st"	"0.890042"	"5.68e-01"	"5.86e-01"	"-6.013783"	"5.33e-02"	""	"stem-loop: hsa-miR-29a"
"ptR-miR-496_st"	"0.890042"	"5.68e-01"	"-5.86e-01"	"-6.013798"	"-6.53e-02"	"ptR-miR-496"	""
"bta-miR-219-5p_st"	"0.890042"	"5.68e-01"	"-5.86e-01"	"-6.013805"	"-8.53e-02"	"bta-miR-219-1 // bta-miR-219-2"	""
"dRe-miR-738_st"	"0.890042"	"5.68e-01"	"5.86e-01"	"-6.013833"	"6.17e-02"	"dRe-miR-738"	""
"hp_Rno-miR-3597-1_x_st"	"0.890042"	"5.68e-01"	"-5.86e-01"	"-6.013858"	"-7.23e-02"	""	"stem-loop: Rno-miR-3597-1"
"ppy-miR-490-5p_st"	"0.890202"	"5.68e-01"	"5.85e-01"	"-6.014"	"8.27e-02"	"ppy-miR-490"	""
"hsa-miR-330-3p_st"	"0.890202"	"5.68e-01"	"5.85e-01"	"-6.014029"	"1.02e-01"	"hsa-miR-330"	""
"hsa-miR-577_st"	"0.890202"	"5.68e-01"	"-5.85e-01"	"-6.014066"	"-6.10e-02"	"hsa-miR-577"	""
"ptR-miR-298_st"	"0.890202"	"5.68e-01"	"5.85e-01"	"-6.014089"	"6.70e-02"	"ptR-miR-298"	""
"gga-miR-499_st"	"0.890202"	"5.68e-01"	"5.85e-01"	"-6.01411"	"5.90e-02"	"gga-miR-499"	""
"dps-miR-2552_st"	"0.890238"	"5.68e-01"	"5.85e-01"	"-6.014207"	"6.87e-02"	"dps-miR-2552"	""
"mtR-miR399j_st"	"0.890238"	"5.68e-01"	"-5.85e-01"	"-6.014207"	"-6.80e-02"	"mtR-MIR399j"	""
"dya-miR-7_st"	"0.890238"	"5.68e-01"	"-5.85e-01"	"-6.014227"	"-5.87e-02"	"dya-miR-7"	""
"hp_Rno-miR-140_st"	"0.890266"	"5.68e-01"	"5.85e-01"	"-6.014283"	"6.37e-02"	""	"stem-loop: Rno-miR-140"
"bta-miR-2475_st"	"0.890266"	"5.69e-01"	"-5.85e-01"	"-6.01434"	"-7.17e-02"	"bta-miR-2475"	""
"oan-miR-150-staR_st"	"0.890266"	"5.69e-01"	"-5.85e-01"	"-6.014381"	"-1.53e-01"	"oan-miR-150"	""
"dan-miR-317_st"	"0.890266"	"5.69e-01"	"5.85e-01"	"-6.01446"	"7.20e-02"	"dan-miR-317"	""
"hp_hsa-miR-1178_st"	"0.890266"	"5.69e-01"	"-5.85e-01"	"-6.014484"	"-5.30e-02"	""	"stem-loop: hsa-miR-1178"
"HBII-85-1_x_st"	"0.890266"	"5.69e-01"	"-5.85e-01"	"-6.014494"	"-8.17e-02"	""	"CDBox: HBII-85-1"
"bta-miR-2420_st"	"0.890266"	"5.69e-01"	"5.85e-01"	"-6.014502"	"6.97e-02"	"bta-miR-2420"	""
"dsi-miR-1000_st"	"0.890266"	"5.69e-01"	"-5.85e-01"	"-6.014547"	"-9.10e-02"	"dsi-miR-1000"	""
"nlo-miR-281_st"	"0.890266"	"5.69e-01"	"-5.84e-01"	"-6.014572"	"-7.13e-02"	"nlo-miR-281"	""
"api-miR-3015b_st"	"0.890266"	"5.69e-01"	"-5.84e-01"	"-6.014632"	"-1.02e-01"	"api-miR-3015b"	""
"ppy-miR-590-5p_st"	"0.890266"	"5.69e-01"	"5.84e-01"	"-6.014664"	"7.63e-02"	"ppy-miR-590"	""
"ptR-miR-149_st"	"0.890266"	"5.69e-01"	"5.84e-01"	"-6.014665"	"1.32e-01"	"ptR-miR-149"	""
"bta-miR-2379_st"	"0.890266"	"5.69e-01"	"5.84e-01"	"-6.014674"	"7.97e-02"	"bta-miR-2379"	""
"ENSG00000207130_x_st"	"0.890266"	"5.69e-01"	"-5.84e-01"	"-6.014692"	"-6.33e-02"	""	"snoRNA: ENSG00000207130"
"hsv1-miR-H15_st"	"0.890342"	"5.69e-01"	"5.84e-01"	"-6.014782"	"2.44e-01"	"hsv1-miR-H15"	""
"dwi-miR-282_st"	"0.890342"	"5.69e-01"	"5.84e-01"	"-6.014799"	"6.77e-02"	"dwi-miR-282"	""
"Rno-miR-361-staR_st"	"0.890454"	"5.69e-01"	"-5.84e-01"	"-6.014947"	"-5.97e-02"	"Rno-miR-361"	""
"ath-miR393a_st"	"0.890454"	"5.69e-01"	"5.84e-01"	"-6.015026"	"6.57e-02"	"ath-MIR393a"	""
"hp_mmu-miR-410_st"	"0.890454"	"5.69e-01"	"5.84e-01"	"-6.015036"	"5.73e-02"	""	"stem-loop: mmu-miR-410"
"dse-miR-287_st"	"0.890454"	"5.69e-01"	"5.84e-01"	"-6.015116"	"5.57e-02"	"dse-miR-287"	""
"oaR-miR-411b-3p_st"	"0.890454"	"5.69e-01"	"-5.84e-01"	"-6.015131"	"-8.03e-02"	"oaR-miR-411b"	""
"nve-miR-2048-staR_st"	"0.890454"	"5.69e-01"	"5.84e-01"	"-6.015135"	"5.73e-02"	"nve-miR-2048"	""
"bmo-miR-3389-staR_st"	"0.890454"	"5.69e-01"	"5.84e-01"	"-6.015142"	"7.70e-02"	"bmo-miR-3389"	""
"hp_hsa-miR-4793_st"	"0.890454"	"5.69e-01"	"-5.84e-01"	"-6.015149"	"-6.73e-02"	""	"stem-loop: hsa-miR-4793"
"dvi-miR-284_st"	"0.890454"	"5.70e-01"	"5.83e-01"	"-6.015233"	"4.77e-02"	"dvi-miR-284"	""
"aae-miR-276_st"	"0.890454"	"5.70e-01"	"5.83e-01"	"-6.015254"	"4.93e-02"	"aae-miR-276-1 // aae-miR-276-2"	""
"dwi-miR-13b_st"	"0.890454"	"5.70e-01"	"5.83e-01"	"-6.015312"	"5.97e-02"	"dwi-miR-13b-1 // dwi-miR-13b-2"	""
"Rno-miR-26b-staR_st"	"0.890454"	"5.70e-01"	"-5.83e-01"	"-6.015313"	"-6.30e-02"	"Rno-miR-26b"	""
"ENSG00000238564_x_st"	"0.890454"	"5.70e-01"	"5.83e-01"	"-6.015343"	"5.93e-02"	""	"snoRNA: ENSG00000238564"
"tca-miR-282-5p_st"	"0.890454"	"5.70e-01"	"-5.83e-01"	"-6.015382"	"-6.17e-02"	"tca-miR-282"	""
"sbi-miR396c_st"	"0.890454"	"5.70e-01"	"-5.83e-01"	"-6.01539"	"-6.03e-02"	"sbi-MIR396c"	""
"cel-miR-65_st"	"0.890454"	"5.70e-01"	"-5.83e-01"	"-6.015408"	"-6.07e-02"	"cel-miR-65"	""
"ptR-miR-26b_st"	"0.890454"	"5.70e-01"	"5.83e-01"	"-6.01541"	"8.70e-02"	"ptR-miR-26b"	""
"ath-miR771_st"	"0.890454"	"5.70e-01"	"5.83e-01"	"-6.015474"	"8.77e-02"	"ath-MIR771"	""
"hp_hsa-miR-573_st"	"0.890454"	"5.70e-01"	"5.83e-01"	"-6.015525"	"7.73e-02"	""	"stem-loop: hsa-miR-573"
"hp_hsa-miR-3144_st"	"0.890454"	"5.70e-01"	"-5.83e-01"	"-6.015552"	"-6.17e-02"	""	"stem-loop: hsa-miR-3144"
"mmu-miR-29c-staR_st"	"0.890454"	"5.70e-01"	"5.83e-01"	"-6.015572"	"1.07e-01"	"mmu-miR-29c"	""
"dan-miR-308_st"	"0.890454"	"5.70e-01"	"-5.83e-01"	"-6.015627"	"-7.53e-02"	"dan-miR-308"	""
"bfl-miR-4883_st"	"0.890454"	"5.70e-01"	"5.83e-01"	"-6.015686"	"6.70e-02"	"bfl-miR-4883"	""
"hp_mmu-miR-297a-3_x_st"	"0.890454"	"5.70e-01"	"-5.83e-01"	"-6.015713"	"-7.80e-02"	""	"stem-loop: mmu-miR-297a-3"
"gga-miR-1660_st"	"0.890454"	"5.70e-01"	"-5.83e-01"	"-6.015722"	"-7.13e-02"	"gga-miR-1660"	""
"Rlcv-miR-RL1-16-3p_st"	"0.890454"	"5.70e-01"	"-5.82e-01"	"-6.015786"	"-7.47e-02"	"Rlcv-miR-RL1-16"	""
"mtR-miR2624b_st"	"0.890454"	"5.70e-01"	"5.82e-01"	"-6.015798"	"7.07e-02"	"mtR-MIR2624b"	""
"spu-miR-4853_st"	"0.890454"	"5.70e-01"	"5.82e-01"	"-6.015803"	"5.93e-02"	"spu-miR-4853"	""
"cin-miR-4195-3p_st"	"0.890454"	"5.70e-01"	"5.82e-01"	"-6.015811"	"8.40e-02"	"cin-miR-4195"	""
"eca-miR-218_st"	"0.890454"	"5.70e-01"	"5.82e-01"	"-6.015857"	"5.97e-02"	"eca-miR-218 // eca-miR-218-2"	""
"sly-miR1919a_st"	"0.890454"	"5.70e-01"	"5.82e-01"	"-6.015884"	"5.47e-02"	"sly-MIR1919a"	""
"ENSG00000252441_st"	"0.890454"	"5.70e-01"	"5.82e-01"	"-6.015907"	"8.27e-02"	""	"snoRNA: ENSG00000252441"
"ppy-miR-205_st"	"0.890454"	"5.70e-01"	"-5.82e-01"	"-6.015967"	"-6.37e-02"	"ppy-miR-205"	""
"hp_hsa-miR-4646_st"	"0.890454"	"5.70e-01"	"-5.82e-01"	"-6.015979"	"-7.60e-02"	""	"stem-loop: hsa-miR-4646"
"dps-miR-2555_st"	"0.890454"	"5.70e-01"	"5.82e-01"	"-6.01598"	"5.90e-02"	"dps-miR-2555"	""
"hp_mmu-miR-686_s_st"	"0.89062"	"5.71e-01"	"-5.82e-01"	"-6.016107"	"-6.97e-02"	""	"stem-loop: mmu-miR-686"
"ame-miR-3733_st"	"0.89068"	"5.71e-01"	"5.82e-01"	"-6.016201"	"7.27e-02"	"ame-miR-3733"	""
"tca-miR-3847-3p_st"	"0.89068"	"5.71e-01"	"5.82e-01"	"-6.016205"	"6.87e-02"	"tca-miR-3847"	""
"cel-miR-2210_st"	"0.890743"	"5.71e-01"	"-5.82e-01"	"-6.016317"	"-7.10e-02"	"cel-miR-2210"	""
"bta-miR-542-5p_st"	"0.890743"	"5.71e-01"	"5.81e-01"	"-6.016351"	"9.80e-02"	"bta-miR-542"	""
"gga-miR-216_st"	"0.890743"	"5.71e-01"	"-5.81e-01"	"-6.01638"	"-5.67e-02"	"gga-miR-216"	""
"dpe-miR-279_st"	"0.890743"	"5.71e-01"	"5.81e-01"	"-6.016392"	"7.30e-02"	"dpe-miR-279"	""
"zma-miR172b_st"	"0.890743"	"5.71e-01"	"5.81e-01"	"-6.016452"	"7.30e-02"	"zma-MIR172b"	""
"gga-miR-1731_st"	"0.890743"	"5.71e-01"	"5.81e-01"	"-6.016454"	"4.97e-02"	"gga-miR-1731"	""
"sko-miR-4835-staR_st"	"0.890743"	"5.71e-01"	"-5.81e-01"	"-6.016463"	"-6.53e-02"	"sko-miR-4835"	""
"bdi-miR395l_st"	"0.89089"	"5.71e-01"	"5.81e-01"	"-6.016633"	"5.40e-02"	"bdi-MIR395l"	""
"hsa-miR-1293_st"	"0.89089"	"5.71e-01"	"-5.81e-01"	"-6.016651"	"-8.10e-02"	"hsa-miR-1293"	""
"hp_mmu-miR-5117_st"	"0.89089"	"5.71e-01"	"5.81e-01"	"-6.01667"	"5.20e-02"	""	"stem-loop: mmu-miR-5117"
"dme-miR-2495-5p_st"	"0.89089"	"5.71e-01"	"-5.81e-01"	"-6.016692"	"-8.83e-02"	"dme-miR-2495"	""
"oan-miR-425-staR_st"	"0.89089"	"5.71e-01"	"5.81e-01"	"-6.016707"	"1.03e-01"	"oan-miR-425"	""
"mtR-miR2626_st"	"0.89095"	"5.71e-01"	"-5.81e-01"	"-6.016773"	"-5.83e-02"	"mtR-MIR2626"	""
"U36C_st"	"0.890987"	"5.71e-01"	"5.81e-01"	"-6.016825"	"7.70e-02"	""	"CDBox: U36C"
"hp_hsa-miR-1184-1_s_st"	"0.89111"	"5.71e-01"	"5.80e-01"	"-6.016943"	"8.10e-02"	""	"stem-loop: hsa-miR-1184-1"
"hp_hsa-miR-187_st"	"0.89111"	"5.72e-01"	"-5.80e-01"	"-6.016994"	"-6.37e-02"	""	"stem-loop: hsa-miR-187"
"ptR-miR-571_st"	"0.89111"	"5.72e-01"	"5.80e-01"	"-6.016994"	"6.37e-02"	"ptR-miR-571"	""
"osa-miR396h_st"	"0.89111"	"5.72e-01"	"-5.80e-01"	"-6.017022"	"-6.10e-02"	"osa-MIR396h"	""
"dme-miR-4908-3p_st"	"0.891261"	"5.72e-01"	"-5.80e-01"	"-6.017141"	"-5.20e-02"	"dme-miR-4908"	""
"hsa-miR-218_st"	"0.891264"	"5.72e-01"	"5.80e-01"	"-6.017174"	"5.90e-02"	"hsa-miR-218-1 // hsa-miR-218-2"	""
